name,lastName,age,country,gender,wealthSource,,,
Yang Erzhu, Yang,67, China,M, real estate,,,
Yao Kuizhang, Yao,53, China,M, beverages,,,
Sheng Jian Zhong, Zhong,60, Singapore,M, real estate,,,
Marcel Adams, Adams,97, Canada,M, real estate,,,
Michael Ashcroft, Ashcroft,72, United Kingdom,M, security,,,
Roman Avdeev, Avdeev,50, Russia,M, banking, development,,
Emilio Azcarraga Jean, Azcarraga Jean,50, Mexico,M, TV broadcasting,,,
Sezai Bacaksiz, Bacaksiz,68, Turkey,M, diversified,,,
Lesley Bamberger, Bamberger,53, Netherlands,M, real estate,,,
Hubertus Benteler, Benteler,71, Germany,M, auto parts,,,
Ludwig Theodor Braun, Braun,28, Germany,M, medical technology,,,
Nicola Bulgari, Bulgari,77, Italy,M, luxury goods,,,
Paolo Bulgari, Bulgari,80, Italy,M, luxury goods,,,
Chen Dejun, Chen,48, China,M, package delivery,,,
Tony Chen, Chen,49, Taiwan,M, eletronics,,,
Chen Xueli, Chen,67, China,M, pharmaceuticals,,,
Luigi Cremonini, Cremonini,79, Italy,M, meat processing,,,
Dominique Desseigne, Desseigne,73, France,M, casinos,,,
Sefik Yilmaz Dizdar, Dizdar,80, Turkey,M, fashion retail,,,
Domenico Dolce, Dolce,59, Italy,M, luxury goods,,,
Pavel Durov, Durov,33, Russia,M, messaging app,,,
John Farber, Farber,92, United States,M, chemicals,,,
Robert Fisher, Fisher,64, United States,M, Gap,,,
William Fisher, Fisher,61, United States,M, Gap,,,
Stefano Gabbana, Gabbana,55, Italy,M, luxury goods,,,
Rolf Gerling, Gerling,63, Germany,M, insurance,,,
Serge Godin, Godin,68, Canada,M, information technology,,,
Sergei Gordeev, Gordeev,45, Russia,M, real estate,,,
Mehmet Nazif Gunal, Gunal,70, Turkey,M, tourism, construction,,
Yusuf Hamied, Hamied,81, India,M, pharmaceuticals,,,
Gerry Harvey, Harvey,78, Australia,M, retail,,,
Timothy Headington, Headington,68, United States,M, oil & gas, investments,,
Huang Chulong, Huang,59, Canada,M, real estate,,,
Huo Qinghua, Huo,57, China,M, coal,,,
Devendra Jain, Jain,89, India,M, chemicals,,,
Jiang Yintai, Jiang,67, China,M, auto parts,,,
Kim Jun-Ki, Kim,73, South Korea,M, diversified,,,
William Koch, Koch,78, United States,M, oil, investments,,
Anthony Langley, Langley,63, United Kingdom,M, manufacturing,,,
Marc Lasry, Lasry,57, United States,M, hedge funds,,,
Peter Leibinger, Leibinger,51, Germany,M, machine tools,,,
Li San Yim, Li,68, China,M, construction equipment,,,
David Lichtenstein, Lichtenstein,56, United States,M, real estate,,,
Lim Oon Kuin, Lim,74, Singapore,M, oil trading,,,
Liu Ming Chung, Liu,55, Brazil,M, paper manufacturing,,,
Prayudh Mahagitsiri, Mahagitsiri,72, Thailand,M, coffee, shipping,,
Anand Mahindra, Mahindra,63, India,M, automobiles,,,
Kishore Mariwala, Mariwala,83, India,M, consumer goods,,,
Craig McCaw, McCaw,68, United States,M, telecom,,,
Miguel McKelvey, McKelvey,43, United States,M, WeWork,,,
Vincent McMahon, McMahon,72, United States,M, wrestling,,,
David McMurtry, McMurtry,78, United Kingdom,M, manufacturing,,,
Gary Michelson, Michelson,69, United States,M, medical patents,,,
Massimo Moratti, Moratti,73, Italy,M, oil refinery,,,
Farhad Moshiri, Moshiri,63, United Kingdom,M, diversified,,,
Jerry Moyes, Moyes,74, United States,M, Transportation,,,
Charles Munger, Munger,94, United States,M, Berkshire Hathaway,,,
Kerr Neilson, Neilson,68, Australia,M, investment,,,
Ou Zongrong, Ou,54, China,M, real estate,,,
Nihat Ozdemir, Ozdemir,68, Turkey,M, diversified,,,
Pan Weiming, Pan,54, China,M, real estate,,,
Park Yeon-Cha, Park,72, South Korea,M, sneakers,,,
Nelson Peltz, Peltz,76, United States,M, investments,,,
Roger Penske, Penske,81, United States,M, cars,,,
Qi Jinxing, Qi,56, China,M, real estate,,,
Qi Shi, Qi,48, China,M, financial information,,,
Theodore Rachmat, Rachmat,74, Indonesia,M, diversified,,,
Juan Maria Riberas Mera, Riberas Mera,49, Spain,M, steel,,,
Vijay Shekhar Sharma, Sharma,40, India,M, financial technology,,,
Konstantin Strukov, Strukov,59, Russia,M, gold, coal mining,,
Henry Swieca, Swieca,61, United States,M, hedge funds,,,
Wichai Thongtang, Thongtang,71, Thailand,M, investments,,,
Torsten Toeller, Toeller,52, Germany,M, pet food,,,
Roman Trotsenko, Trotsenko,47, Russia,M, transport, engineering, real estate,
Todd Wagner, Wagner,57, United States,M, online media,,,
Wang Chaobin, Wang,62, China,M, real estate,,,
Wang Yanqing, Wang,52, China,M, electrical equipment,,,
John Whittaker, Whittaker,76, United Kingdom,M, real estate,,,
Wu Guangming, Wu,56, China,M, medical equipment,,,
Xu Qiming, Xu,54, China,M, food, art,,
Melih Abdulhayoglu, Abdulhayoglu,50, Turkey,M, internet security,,,
Radhe Shyam Agarwal, Agarwal,73, India,M, consumer goods,,,
Mohamed Al Fayed, Al Fayed,89, Egypt,M, retail, investments,,
Faisal Bin Qassim Al Thani, Al Thani,70, Qatar,M, hotels, diversified,,
William F. Austin, Austin,76, United States,M, hearing aids,,,
Louis Bacon, Bacon,61, United States,M, hedge funds,,,
Achal Bakeri, Bakeri,58, India,M, air coolers,,,
Othman Benjelloun, Benjelloun,85, Morocco,M, banking, insurance,,
William Berkley, Berkley,71, United States,M, insurance,,,
Aneel Bhusri, Bhusri,52, United States,M, business software,,,
O. Francis Biondi, Biondi,53, United States,M, hedge funds,,,
John Bloor, Bloor,75, United Kingdom,M, real estate, manufacturing,,
David Booth, Booth,72, United States,M, mutual funds,,,
Cai Wensheng, Cai,48, China,M, photo sharing app,,,
Ahmet Calik, Calik,60, Turkey,M, energy, banking, construction,
Michel Chalhoub, Chalhoub,86, France,M, retail,,,
Cho Jung-Ho, Cho,59, South Korea,M, finance,,,
Turgay Ciner, Ciner,62, Turkey,M, diversified,,,
Steve Conine, Conine,45, United States,M, online retail,,,
["Jacques DAmours", "DAmours",61, Canada,M, retail,,,
Robert Defares, Defares,56, Netherlands,M, electronic trading,,,
Alexander Dzhaparidze, Dzhaparidze,62, Russia,M, oil services,,,
Stephen Feinberg, Feinberg,58, United States,M, private equity,,,
Paul Foster, Foster,60, United States,M, oil refining,,,
Mario Gabelli, Gabelli,76, United States,M, money management,,,
Radhe Shyam Goenka, Goenka,72, India,M, consumer goods,,,
Christopher Goldsbury, Goldsbury,75, United States,M, salsa,,,
Stelios Haji-Ioannou, Haji-Ioannou,51, Cyprus,M, EasyJet,,,
Ilkka Herlin, Herlin,59, Finland,M, elevators, escalators,,
Brian Higgins, Higgins,53, United States,M, hedge funds,,,
Stephen Jarislowsky, Jarislowsky,92, Canada,M, money management,,,
Michael Jordan, Jordan,55, United States,M, Charlotte Hornets, endorsements,,
Kenji Kasahara, Kasahara,42, Japan,M, social network,,,
Kim Taek-Jin, Kim,51, South Korea,M, online games,,,
Edward Lampert, Lampert,55, United States,M, Sears,,,
Thomas Lau, Lau,64, Hong Kong,M, department stores,,,
Li Li, Li,54, China,M, pharmaceuticals,,,
Li Liufa, Li,61, China,M, steel, diversified,,
Liu Hanyuan, Liu,54, China,M, agribusiness,,,
Pier Luigi Loro Piana, Loro Piana,66, Italy,M, fashion,,,
Billy Joe (Red) McCombs, McCombs,90, United States,M, real estate, oil, cars, sports
Manuel Moroun, Moroun,91, United States,M, transportation,,,
Robert Mouawad, Mouawad,73, Lebanon,M, fine jewelry,,,
Marius Nacht, Nacht,52, Israel,M, software,,,
Ni Zugen, Ni,61, China,M, appliances,,,
Lirio Parisotto, Parisotto,64, Brazil,M, investments,,,
Karl-Johan Persson, Persson,43, Sweden,M, H&M,,,
Tom Persson, Persson,33, Sweden,M, H&M,,,
Dmitry Pumpyansky, Pumpyansky,54, Russia,M, steel pipes,,,
Ruan Shuilong, Ruan,82, China,M, chemicals,,,
Jean Salata, Salata,52, Chile,M, finance,,,
Niraj Shah, Shah,44, United States,M, online retail,,,
Shin Dong-Guk, Shin,68, South Korea,M, Pharmaceuticals,,,
Ben Silbermann, Silbermann,35, United States,M, Pinterest,,,
Thomas Steyer, Steyer,60, United States,M, hedge funds,,,
Su Weizhong, Su,49, China,M, oil, fertilizers,,
David Teoh, Teoh,62, Australia,M, telecoms,,,
Wang Jinshu, Wang,61, China,M, chemicals,,,
Wang Yaohai, Wang,51, China,M, lighting,,,
Wei Ing-Chou, Wei,65, Taiwan,M, food, beverages,,
Yin-Chun Wei, Wei,61, Taiwan,M, food, beverages,,
Wei Yin-Heng, Wei,59, Taiwan,M, food, beverages,,
Wei Ying-Chiao, Wei,63, Taiwan,M, food, beverages,,
Richard White, White,63, Australia,M, software,,,
Allan Wong, Wong,68, Hong Kong,M, electronics,,,
Wong Kwong Yu, Wong,49, China,M, retail,,,
Wu Jianshu, Wu,54, Hong Kong,M, auto parts,,,
Wu Xu, Wu,54, St. Kitts and Nevis,M, real estate,,,
Luis Enrique Yarur Rey, Yarur Rey,67, Chile,M, banking,,,
Albert Yeung, Yeung,75, Hong Kong,M, real estate, retail,,
Yu Rong, Yu,46, China,M, health clinics,,,
Kostyantin Zhevago, Zhevago,44, Ukraine,M, mining,,,
Zhou Chengjian, Zhou,53, China,M, fashion retail,,,
Zhou Yaoting, Zhou,75, China,M, apparel, real estate,,
Zhuang Kuilong, Zhuang,56, China,M, polyester,,,
Khalifa Bin Butti Al Muhairi, Al Muhairi,39, United Arab Emirates,M, hospitals, investments,,
Bill Alfond, Alfond,70, United States,M, shoes,,,
Ted Alfond, Alfond,73, United States,M, shoes,,,
Joy Alukkas, Alukkas,61, India,M, jewelry,,,
Andrey Andreev, Andreev,44, United Kingdom,M, online dating,,,
Oleg Boyko, Boyko,53, Russia,M, diversified,,,
Binod Chaudhary, Chaudhary,63, Nepal,M, diversified,,,
Che Fengsheng, Che,55, China,M, pharmaceuticals,,,
Chen Qingzhou, Chen,52, China,M, communications equipment,,,
Richard Desmond, Desmond,66, United Kingdom,M, publishing,,,
Mohammed Dewji, Dewji,43, Tanzania,M, diversified,,,
Carl Douglas, Douglas,57, Sweden,M, investments,,,
Eric Douglas, Douglas,50, Sweden,M, investments,,,
Bulent Eczacibasi, Eczacibasi,68, Turkey,M, pharmaceuticals, diversified,,
Yasuhiro Fukushima, Fukushima,70, Japan,M, video games,,,
Reinold Geiger, Geiger,70, Austria,M, beauty products,,,
Saad Hariri, Hariri,48, Lebanon,M, construction, investments,,
Richard Hayne, Hayne,70, United States,M, Urban Outfitters,,,
Asok Kumar Hiranandani, Hiranandani,63, Singapore,M, real estate,,,
Niranjan Hiranandani, Hiranandani,68, India,M, real estate,,,
Huang Qiaoling, Huang,59, China,M, amusement parks,,,
Huang Zhuangmian, Huang,48, China,M, logistics,,,
Hal Jackman, Jackman,86, Canada,M, insurance, investments,,
Anurang Jain, Jain,56, India,M, auto parts,,,
Keeree Kanjanapas, Kanjanapas,67, Thailand,M, transportation,,,
Kim Nam-Jung, Kim,45, South Korea,M, food,,,
Seth Klarman, Klarman,61, United States,M, investments,,,
Alexander Klyachin, Klyachin,51, Russia,M, real estate,,,
Yuriy Kosiuk, Kosiuk,50, Ukraine,M, agriculture,,,
Miguel Krigsner, Krigsner,68, Brazil,M, cosmetics,,,
Lee Yin Yee, Lee,66, China,M, glass,,,
William Li, Li,43, China,M, automobiles,,,
Li Yihai, Li,55, China,M, pharmaceuticals,,,
Li Yong, Li,41, China,M, chemicals,,,
Lin Ming-hsiung, Lin,68, Taiwan,M, supermarkets,,,
Lou Zhongfu, Lou,64, China,M, real estate,,,
Low Tuck Kwong, Low Tuck,70, Indonesia,M, coal,,,
P.N.C. Menon, Menon,69, Oman,M, real estate,,,
Thomas Meyer, Meyer,58, Switzerland,M, apparel retailer,,,
Ezra Nahmad, Nahmad,72, Monaco,M, art,,,
Ou Zonghong, Ou,48, China,M, real estate,,,
Fatih Ozmen, Ozmen,60, United States,M, aerospace,,,
Jose Isaac Peres, Peres,77, Brazil,M, shopping malls,,,
Mark Pincus, Pincus,52, United States,M, online games,,,
Kevin Plank, Plank,45, United States,M, Under Armour,,,
Que Wenbin, Que,54, China,M, pharmaceuticals,,,
Jorge Rodriguez Rodriguez, Rodriguez Rodriguez,72, Peru,M, processed milk,,,
Nobutada Saji, Saji,72, Japan,M, beverages,,,
Thomas Sandell, Sandell,57, Sweden,M, hedge funds,,,
Eddy Kusnadi Sariaatmadja, Sariaatmadja,64, Indonesia,M, media, tech,,
Fayez Sarofim, Sarofim,89, United States,M, money management,,,
Antonio Luiz Seabra, Seabra,75, Brazil,M, cosmetics,,,
Yuri Shefler, Shefler,50, Russia,M, alcohol,,,
Rajju Shroff, Shroff,84, India,M, agrochemicals,,,
Frank Stronach, Stronach,85, Canada,M, auto parts,,,
Kevin Systrom, Systrom,34, United States,M, Instagram,,,
Jim Thompson, Thompson,78, United States,M, logistics,,,
Jonathan Tisch, Tisch,64, United States,M, insurance, NFL team,,
Kenneth Tuchman, Tuchman,58, United States,M, outsourcing,,,
Wim van der Leegte, van der Leegte,70, Netherlands,M, manufacturing,,,
Shamsheer Vayalil, Vayalil,41, India,M, healthcare,,,
Thongma Vijitpongpun, Vijitpongpun,60, Thailand,M, real estate,,,
Arkady Volozh, Volozh,54, Russia,M, search engine,,,
Stefan von Holtzbrinck, von Holtzbrinck,55, Germany,M, publishing,,,
Wang Jiufang, Wang,54, China,M, real estate,,,
Wong Hong King, Wong,56, China,M, real estate,,,
Ian Wood, Wood,75, United Kingdom,M, energy services,,,
Xiao Chunhong, Xiao,50, China,M, real estate,,,
Jacky Xu, Xu,46, St. Kitts and Nevis,M, apparel,,,
Zhang Hongwei, Zhang,63, China,M, oil, banking,,
Zhang Tao, Zhang,45, China,M, e-commerce,,,
Farkhad Akhmedov, Akhmedov,62, Russia,M, investments,,,
Alberto Alcocer, Alcocer,75, Spain,M, investments,,,
Bassam Alghanim, Alghanim,66, Kuwait,M, diversified,,,
Kutayba Alghanim, Alghanim,72, Kuwait,M, diversified,,,
Vasily Anisimov, Anisimov,66, Russia,M, real estate,,,
Mori Arkin, Arkin,65, Israel,M, pharmaceuticals,,,
Nigel Austin, Austin,47, Australia,M, retailing,,,
Krishna Kumar Bangur, Bangur,57, India,M, graphite electrodes,,,
Herb Chambers, Chambers,76, United States,M, car dealerships,,,
R.G. Chandramogan, Chandramogan,69, India,M, dairy,,,
Chang Pyung-Soon, Chang,67, South Korea,M, educational services,,,
Chao Teng-hsiung, Chao,74, Taiwan,M, real estate,,,
Chen Tianqiao, Chen,45, China,M, online games,,,
Henry Cheng, Cheng,71, Hong Kong,M, property,,,
Chi Yufeng, Chi,47, China,M, software,,,
Chua Thian Poh, Chua,69, Singapore,M, real estate,,,
Chung Yong-Jin, Chung,49, South Korea,M, retail,,,
Ciputra, Ciputra,86, Indonesia,M, real estate,,,
Alberto Cortina, Cortina,72, Spain,M, investments,,,
K. Dinesh, Dinesh,64, India,M, software services,,,
Du Weimin, Du,54, China,M, vaccines,,,
John Edson, Edson,86, United States,M, leisure craft,,,
David Einhorn, Einhorn,49, United States,M, hedge funds,,,
Bob Ell, Ell,73, Australia,M, real estate,,,
Gary Fegel, Fegel,44, Switzerland,M, commodities, investments,,
Victor Fung, Fung,72, United States,M, trading company,,,
William Fung, Fung,69, Hong Kong,M, sourcing,,,
Alan Gerry, Gerry,89, United States,M, cable television,,,
Balkrishan Goenka, Goenka,51, India,M, textiles,,,
Polys Haji-Ioannou, Haji-Ioannou,58, Cyprus,M, EasyJet,,,
J. Tomilson Hill, Hill,70, United States,M, investments,,,
Eduardo Hochschild, Hochschild,54, Peru,M, mining,,,
Hoi Kin Hong, Hoi,65, Macau,M, real estate,,,
Hur Young-In, Hur,69, South Korea,M, bakeries, fast food,,
George Joseph, Joseph,96, United States,M, insurance,,,
Ronald Joyce, Joyce,87, Canada,M, coffee chain,,,
T.S. Kalyanaraman, Kalyanaraman,71, India,M, jewelry,,,
Nimesh Kampani, Kampani,71, India,M, investment banking,,,
Eugene Kaspersky, Kaspersky,52, Russia,M, software,,,
Pyotr Kondrashev, Kondrashev,68, Russia,M, investments,,,
Yuri Kovalchuk, Kovalchuk,66, Russia,M, banking, insurance, media,
Kagemasa Kozuki, Kozuki,77, Japan,M, video games,,,
Michael Krasny, Krasny,64, United States,M, retail,,,
James Leininger, Leininger,73, United States,M, medical products,,,
Li Guoqiang, Li,54, China,M, auto dealerships,,,
Li Liangbin, Li,50, China,M, lithium,,,
Liu Ko-chen, Liu,64, Taiwan,M, Manufacturing,,,
Anatoly Lomakin, Lomakin,65, Russia,M, investments,,,
Gary Magness, Magness,64, United States,M, cable TV, investments,,
Youssef Mansour, Mansour,73, Egypt,M, diversified,,,
Strive Masiyiwa, Masiyiwa,57, Zimbabwe,M, telecom,,,
Dariusz Milek, Milek,50, Poland,M, real estate, retail,,
Nan Cunhui, Nan,54, China,M, power equipment,,,
Oei Hong Leong, Oei,70, Singapore,M, investments,,,
Rubens Ometto Silveira Mello, Ometto Silveira Mello,68, Brazil,M, sugar, ethanol,,
Ou Xueming, Ou,69, China,M, real estate,,,
Markus Persson, Persson,39, Sweden,M, computer games,,,
Victor Pinchuk, Pinchuk,57, Ukraine,M, steel pipes, diversified,,
Forrest Preston, Preston,85, United States,M, health care,,,
Jerry Reinsdorf, Reinsdorf,82, United States,M, sports teams,,,
Fernando Roig, Roig,70, Spain,M, supermarkets,,,
Subhash Runwal, Runwal,75, India,M, real estate,,,
Yoshiyuki Sankai, Sankai,59, Japan,M, robotics,,,
Kirill Shamalov, Shamalov,36, Russia,M, petrochemicals,,,
Shin Dong-Bin, Shin,63, South Korea,M, retail,,,
Evgeny (Eugene) Shvidler, Shvidler,54, United States,M, oil & gas, investments,,
Jasminder Singh, Singh,67, United Kingdom,M, hotels,,,
Martua Sitorus, Sitorus,58, Indonesia,M, palm oil,,,
Peter Sperling, Sperling,58, United States,M, education,,,
Jerzy Starak, Starak,70, Poland,M, pharmaceuticals,,,
Manny Stul, Stul,69, Australia,M, toys,,,
Su Rubo, Su,63, China,M, real estate,,,
Fuat Tosyali, Tosyali,55, Turkey,M, steel,,,
Kenny Troutt, Troutt,70, United States,M, telecom,,,
Rufino Vigil Gonzalez, Vigil Gonzalez,70, Mexico,M, steel,,,
Wang Jianfeng, Wang,48, China,M, auto parts,,,
Wang Jing, Wang,45, China,M, telecom services,,,
Wang Qunbin, Wang,48, China,M, conglomerate,,,
Dan Wilks, Wilks,62, United States,M, natural gas,,,
Farris Wilks, Wilks,66, United States,M, natural gas,,,
Thomas Wu, Wu,68, Taiwan,M, finance,,,
Yi Zheng, Yi,47, China,M, software,,,
Yuan Fugen, Yuan,67, China,M, metal processing,,,
Gavril Yushvaev, Yushvaev,60, Russia,M, precious metals, real estate,,
Zhang Wanzhen, Zhang,68, China,M, electronic components,,,
Zhang Yubai, Zhang,53, China,M, wine,,,
Zhou Yifeng, Zhou,49, China,M, chemicals,,,
Zhou Yongli, Zhou,63, China,M, conglomerate,,,
Zhu Wenchen, Zhu,52, China,M, pharmaceuticals,,,
Ahmet Nazif Zorlu, Zorlu,73, Turkey,M, diversified,,,
Len Ainsworth, Ainsworth,94, Australia,M, betting machines,,,
Edmund Ansin, Ansin,82, United States,M, television,,,
Markus Blocher, Blocher,47, Switzerland,M, chemicals,,,
Leonid Boguslavsky, Boguslavsky,67, Russia,M, venture capital,,,
Jorge Horacio Brito, Brito,65, Argentina,M, banking,,,
Saket Burman, Burman,41, United Kingdom,M, consumer goods,,,
Steve Case, Case,59, United States,M, AOL,,,
Jeffrey Cheah, Cheah,73, Malaysia,M, property,,,
Bruce Cheng, Cheng,82, Taiwan,M, electronics,,,
Cheng Xianfeng, Cheng,49, China,M, pharmaceuticals,,,
Ivan Chrenko, Chrenko,50, Slovakia,M, real estate,,,
Eduardo Cojuangco, Cojuangco,83, Philippines,M, food, drinks,,
Brunello Cucinelli, Cucinelli,64, Italy,M, fashion,,,
Darwin Deason, Deason,78, United States,M, Xerox,,,
Andrea Della Valle, Della Valle,52, Italy,M, shoes,,,
Jamie Dimon, Dimon,62, United States,M, banking,,,
Charles Dunstone, Dunstone,54, United Kingdom,M, mobile phones,,,
Bruce Flatt, Flatt,53, Canada,M, money management,,,
Fu Meicheng, Fu,60, China,M, TV shows, movies,,
Soichiro Fukutake, Fukutake,72, Japan,M, education,,,
Don Gao, Gao,53, China,M, power tools,,,
Gao Yunfeng, Gao,51, China,M, industrial lasers,,,
John Hancock, Hancock,42, Australia,M, trust fund,,,
Ronnen Harary, Harary,46, Canada,M, toys,,,
Ayman Hariri, Hariri,40, Lebanon,M, construction, investments,,
Fahd Hariri, Hariri,37, Lebanon,M, construction, investments,,
Surendra Hiranandani, Hiranandani,63, Cyprus,M, real estate,,,
Alan Howard, Howard,54, United Kingdom,M, hedge funds,,,
Hu Keqin, Hu,60, China,M, chemicals,,,
Irwin Jacobs, Jacobs,84, United States,M, semiconductors,,,
Mitchell Jacobson, Jacobson,67, United States,M, industrial equipment,,,
Rana Kapoor, Kapoor,60, India,M, banking,,,
Alexander Karp, Karp,50, United States,M, software firm,,,
Raghuvinder Kataria, Kataria,69, United Kingdom,M, diversified,,,
Habil Khorakiwala, Khorakiwala,75, India,M, pharmaceuticals,,,
Sidney Kimmel, Kimmel,90, United States,M, retail,,,
Andre Koo, Koo,51, Taiwan,M, financial services,,,
Koo Bon-Neung, Koo,69, South Korea,M, electronics,,,
Andrei Kosogov, Kosogov,57, Russia,M, oil, banking, telecom,
Lee Ho-Jin, Lee,55, South Korea,M, diversified,,,
Solomon Lew, Lew,73, Australia,M, retail,,,
Rodney Lewis, Lewis,63, United States,M, natural gas,,,
Li Jiaquan, Li,54, China,M, chemicals,,,
Lin Fanlian, Lin,57, China,M, gas,,,
Lin Jianhua, Lin,55, China,M, solar panel components,,,
Liu Baolin, Liu,65, China,M, pharmacies,,,
Jose Llado Fernandez-Urrutia, Llado Fernandez-Urrutia,84, Spain,M, construction,,,
John MacMillan, MacMillan,68, United States,M, Cargill,,,
William MacMillan, MacMillan,64, United States,M, Cargill,,,
Craig Newmark, Newmark,65, United States,M, Craigslist,,,
Bruce Nordstrom, Nordstrom,84, United States,M, Nordstrom department stores,,,
Pierre Karl P¨¦ladeau, P¨¦ladeau,56, Canada,M, media,,,
David Penaloza Alanis, Penaloza Alanis,44, Mexico,M, toll roads,,,
Andreas Pohl, Pohl,53, Germany,M, mutual funds,,,
Mahendra Prasad, Prasad,78, India,M, pharmaceuticals,,,
Anton Rabie, Rabie,46, Canada,M, toys,,,
Alexander Rovt, Rovt,65, United States,M, fertilizer, real estate,,
Leonard Schleifer, Schleifer,65, United States,M, pharmaceuticals,,,
Dieter Schnabel, Schnabel,72, Germany,M, chemicals,,,
Bhadresh Shah, Shah,66, India,M, engineering,,,
Shao Qinxiang, Shao,63, China,M, diversified,,,
Nobutoshi Shimamura, Shimamura,92, Japan,M, retail,,,
Shum Chiu Hung, Shum,48, China,M, real estate,,,
Sun Qinghuan, Sun,45, China,M, lighting,,,
Sun Yinhuan, Sun,68, China,M, real estate,,,
Djoko Susanto, Susanto,68, Indonesia,M, supermarkets,,,
Erol Tabanca, Tabanca,61, Turkey,M, Construction,,,
Alexander Tedja, Tedja,72, Indonesia,M, real estate,,,
Ayhan Tosyali, Tosyali,54, Turkey,M, steel,,,
Fatih Tosyali, Tosyali,52, Turkey,M, steel,,,
Tran Dinh Long, Tran Dinh,57, Vietnam,M, steel, heavy industry,,
Tsai Ming-Kai, Tsai,68, Taiwan,M, semiconductors,,,
Pavel Tykac, Tykac,54, Czech Republic,M, coal mines,,,
Wan Long, Wan,77, China,M, food,,,
Wang Muqing, Wang,67, China,M, auto distribution,,,
Wang Yong, Wang,68, China,M, food sweeteners,,,
Wen Yibo, Wen,52, China,M, wastewater treatment,,,
Stephen T. Winn, Winn,71, United States,M, real estate services,,,
Gordon Wu, Wu,83, Hong Kong,M, real estate,,,
Xu Ziquan, Xu,59, China,M, software,,,
Yang Tingdong, Yang,58, China,M, brewery,,,
You Xiaoping, You,60, China,M, chemicals, spandex,,
Yu Peidi, Yu,58, Hong Kong,M, real estate,,,
Yu Qibing, Yu,52, China,M, glass,,,
Yu Yunxin, Yu,56, China,M, costume jewelry,,,
Zan Shengda, Zan,55, China,M, diversified,,,
Zhang Guiping, Zhang,66, China,M, real estate,,,
Zhao Weiguo, Zhao,51, China,M, IT products,,,
Zheng Jianjiang, Zheng,57, China,M, electrical equipment,,,
Isak Andic, Andic,64, Spain,M, fashion retail,,,
Marc Andreessen, Andreessen,46, United States,M, venture capital investing,,,
Jose Maria Aristrain, Aristrain,55, Spain,M, Steel,,,
Thomas Bailey, Bailey,81, United States,M, money management,,,
Harindarpal Banga, Banga,67, India,M, commodities,,,
Tomasz Biernacki, Biernacki,45, Poland,M, supermarkets,,,
Zadik Bino, Bino,74, Israel,M, banking, oil,,
Brett Blundy, Blundy,58, Australia,M, retail, agribusiness,,
Henadiy Boholyubov, Boholyubov,56, Ukraine,M, banking, investments,,
Charles Brandes, Brandes,75, United States,M, money management,,,
Amit Burman, Burman,48, India,M, consumer goods,,,
Chen Bo, Chen,47, China,M, wind power generation,,,
Cheng Wei, Cheng,35, China,M, ride-hailing service,,,
Phongthep Chiaravanont, Chiaravanont,66, Thailand,M, diversified,,,
Kochouseph Chittilappilly, Chittilappilly,67, India,M, manufacturing,,,
Chu Jinfu, Chu,61, China,M, electrical equipment,,,
Philip Day, Day,52, United Kingdom,M, clothing retail,,,
D. Leopoldo Del Pino y Calvo-Sotelo, Del Pino y Calvo-Sotelo,55, Spain,M, construction,,,
Norbert Dentressangle, Dentressangle,63, France,M, transport, logistics,,
Beda Diethelm, Diethelm,77, Switzerland,M, hearing aids,,,
Mark Dixon, Dixon,59, United Kingdom,M, office real estate,,,
Henry Engelhardt, Engelhardt,60, United States,M, insurance,,,
Fang Hongbo, Fang,51, China,M, home appliances,,,
Gleb Fetisov, Fetisov,52, Russia,M, investments,,,
Donald Foss, Foss,74, United States,M, auto loans,,,
Robert Friedland, Friedland,67, United States,M, mining,,,
Donald Friese, Friese,77, United States,M, manufacturing,,,
Fu Guangming, Fu,64, China,M, poultry,,,
Dan Gertler, Gertler,44, Israel,M, mining,,,
Dennis Gillings, Gillings,74, United Kingdom,M, drug testing,,,
Ryan Graves, Graves,34, United States,M, uber,,,
Alfredo Harp Helu, Harp Helu,74, Mexico,M, banking,,,
Francis Holder, Holder,77, France,M, bakeries,,,
Hong Seok-Joh, Hong,65, South Korea,M, convenience stores,,,
Douglas Hsu, Hsu,75, Taiwan,M, diversified,,,
Thomas James, James,76, United States,M, finance,,,
Jiang Ganjun, Jiang,54, China,M, home & office products,,,
Jiang Zhaobai, Jiang,54, China,M, real estate,,,
Jin Huiming, Jin,65, China,M, real estate,,,
Ajay Kalsi, Kalsi,57, India,M, oil & gas,,,
King Pak Fu, King,48, Hong Kong,M, real estate,,,
Sergei Kolesnikov, Kolesnikov,46, Russia,M, building materials,,,
Hemendra Kothari, Kothari,71, India,M, Financial Services,,,
Eiichi Kuriwada, Kuriwada,71, Japan,M, package delivery,,,
Guy Lalibert??, Lalibert??,58, Canada,M, Cirque du Soleil,,,
Lee Hae-Jin, Lee,51, South Korea,M, Internet,,,
Michael Lee-Chin, Lee-Chin,67, Canada,M, mutual funds,,,
Li Guangyu, Li,54, China,M, education,,,
Li Jun, Li,53, China,M, electronics,,,
Lim Wee Chai, Lim,60, Malaysia,M, rubber gloves,,,
Liu Jiang, Liu,50, China,M, gas,,,
Liu Xuejing, Liu,67, China,M, copper, poultry,,
Liu Zhenguo, Liu,53, China,M, sewage treatment,,,
Lo Ka Shui, Lo,71, Hong Kong,M, real estate,,,
